z,?,0,0,1,1.6094379124341003
”,’,0,1,1,1.6094379124341003
9,.,1,1,1,1.6094379124341003
n,o,1,1,4,0.22314355131420976
n,ò,0,1,1,1.6094379124341003
(,b,1,0,1,1.6094379124341003
l,s,0,0,5,0.0
ù,;,0,1,1,1.6094379124341003
i,i,1,1,4,0.22314355131420976
l,õ,0,0,1,1.6094379124341003
h,i,1,0,5,0.0
ï,r,0,1,1,1.6094379124341003
n,h,1,0,1,1.6094379124341003
k,:,0,1,1,1.6094379124341003
n,g,0,0,5,0.0
o,p,0,1,2,0.9162907318741551
’,",",0,0,1,1.6094379124341003
’,b,1,0,1,1.6094379124341003
«,g,1,0,3,0.5108256237659907
a,u,0,0,5,0.0
e,o,0,1,3,0.5108256237659907
a,»,0,0,3,0.5108256237659907
k,n,1,0,1,1.6094379124341003
i,’,0,0,1,1.6094379124341003
",",’,0,1,1,1.6094379124341003
ì,»,0,1,1,1.6094379124341003
4,0,1,0,1,1.6094379124341003
r,è,0,1,1,1.6094379124341003
h,e,1,0,5,0.0
x,v,1,1,2,0.9162907318741551
r,),0,1,1,1.6094379124341003
p,t,0,1,2,0.9162907318741551
t,-,0,0,5,0.0
e,ç,0,0,2,0.9162907318741551
¿,q,1,0,1,1.6094379124341003
v,ê,0,0,1,1.6094379124341003
c,e,0,1,5,0.0
y,u,0,0,1,1.6094379124341003
-,y,0,1,1,1.6094379124341003
_,y,0,0,1,1.6094379124341003
l,k,0,0,3,0.5108256237659907
h,f,0,0,1,1.6094379124341003
e,’,0,0,1,1.6094379124341003
â,m,1,0,1,1.6094379124341003
é,e,0,0,3,0.5108256237659907
y,e,0,1,3,0.5108256237659907
t,ô,0,1,1,1.6094379124341003
ó,t,0,0,2,0.9162907318741551
e,g,1,0,4,0.22314355131420976
r,?,0,0,5,0.0
g,t,0,1,1,1.6094379124341003
x,u,0,0,3,0.5108256237659907
ê,l,0,0,2,0.9162907318741551
g,!,0,0,2,0.9162907318741551
a,ï,0,0,1,1.6094379124341003
d,é,1,1,1,1.6094379124341003
e,i,0,1,2,0.9162907318741551
ó,!,0,1,1,1.6094379124341003
à,!,0,0,1,1.6094379124341003
»,!,0,1,2,0.9162907318741551
u,t,1,0,5,0.0
[,p,1,0,1,1.6094379124341003
”,?,0,0,1,1.6094379124341003
o,i,0,1,3,0.5108256237659907
ù,.,0,1,1,1.6094379124341003
_,o,0,0,2,0.9162907318741551
c,í,0,1,1,1.6094379124341003
n,c,0,1,1,1.6094379124341003
f,è,0,1,1,1.6094379124341003
m,y,0,1,1,1.6094379124341003
n,á,1,1,1,1.6094379124341003
i,f,1,1,1,1.6094379124341003
p,s,0,1,2,0.9162907318741551
n,?,0,0,3,0.5108256237659907
î,c,0,0,1,1.6094379124341003
w,o,1,0,1,1.6094379124341003
z,i,0,1,2,0.9162907318741551
w,e,0,0,3,0.5108256237659907
¡,c,1,0,1,1.6094379124341003
o,r,0,1,5,0.0
m,ò,0,1,1,1.6094379124341003
á,o,0,0,1,1.6094379124341003
0,3,0,1,1,1.6094379124341003
s,í,0,0,1,1.6094379124341003
v,ã,0,0,1,1.6094379124341003
r,á,0,0,2,0.9162907318741551
ú,o,0,0,1,1.6094379124341003
é,s,0,1,3,0.5108256237659907
s,y,1,0,3,0.5108256237659907
à,-,0,0,1,1.6094379124341003
r,e,1,0,5,0.0
6,9,1,1,1,1.6094379124341003
s,’,0,1,1,1.6094379124341003
e,s,0,1,5,0.0
e,x,1,0,4,0.22314355131420976
¡,a,1,0,1,1.6094379124341003
e,»,0,1,2,0.9162907318741551
ê,-,0,0,1,1.6094379124341003
â,o,0,0,1,1.6094379124341003
o,s,0,0,5,0.0
e,ñ,0,0,1,1.6094379124341003
z,b,0,0,1,1.6094379124341003
o,u,0,0,5,0.0
l,o,1,1,2,0.9162907318741551
o,v,1,0,5,0.0
(,‘,1,0,1,1.6094379124341003
z,á,0,0,2,0.9162907318741551
y,",",0,0,1,1.6094379124341003
t,ù,0,1,1,1.6094379124341003
p,ç,0,0,2,0.9162907318741551
e,e,0,0,4,0.22314355131420976
s,p,0,1,1,1.6094379124341003
!,”,0,1,1,1.6094379124341003
ò,m,0,0,1,1.6094379124341003
z,ò,0,1,1,1.6094379124341003
',r,0,0,1,1.6094379124341003
u,",",0,1,5,0.0
s,ò,0,1,1,1.6094379124341003
l,i,1,0,5,0.0
ó,f,0,0,1,1.6094379124341003
q,!,0,1,1,1.6094379124341003
e,),0,0,1,1.6094379124341003
o,d,1,1,1,1.6094379124341003
l,ö,0,0,1,1.6094379124341003
m,ê,0,0,1,1.6094379124341003
b,ê,1,0,2,0.9162907318741551
«,e,0,0,1,1.6094379124341003
¿,t,1,0,1,1.6094379124341003
f,o,1,0,5,0.0
6,1,0,1,1,1.6094379124341003
m,ò,0,0,1,1.6094379124341003
',a,0,0,3,0.5108256237659907
w,d,0,1,1,1.6094379124341003
k,r,0,0,1,1.6094379124341003
d,l,0,0,2,0.9162907318741551
r,è,0,0,2,0.9162907318741551
c,nothing,1,1,1,1.6094379124341003
p,!,0,1,2,0.9162907318741551
¡,q,0,0,1,1.6094379124341003
_,e,1,0,4,0.22314355131420976
-,i,0,0,4,0.22314355131420976
i,j,0,0,3,0.5108256237659907
è,c,0,0,1,1.6094379124341003
r,',0,0,3,0.5108256237659907
x,a,1,0,1,1.6094379124341003
m,i,0,1,3,0.5108256237659907
‘,—,1,0,1,1.6094379124341003
u,m,1,1,1,1.6094379124341003
¿,y,1,1,1,1.6094379124341003
e,c,1,0,4,0.22314355131420976
s,i,0,1,4,0.22314355131420976
s,;,0,1,4,0.22314355131420976
ú,r,0,0,1,1.6094379124341003
e,p,0,1,1,1.6094379124341003
',e,0,1,1,1.6094379124341003
-,v,0,0,4,0.22314355131420976
c,ê,0,1,1,1.6094379124341003
-,.,0,1,1,1.6094379124341003
_,),0,1,1,1.6094379124341003
ú,?,0,0,1,1.6094379124341003
ü,e,0,1,1,1.6094379124341003
t,",",0,0,1,1.6094379124341003
e,z,0,0,5,0.0
u,c,0,0,5,0.0
x,e,0,1,2,0.9162907318741551
s,l,1,0,2,0.9162907318741551
1,9,0,1,2,0.9162907318741551
l,',1,0,3,0.5108256237659907
n,?,0,1,4,0.22314355131420976
é,_,0,1,1,1.6094379124341003
9,1,0,0,2,0.9162907318741551
á,g,1,0,1,1.6094379124341003
”,—,0,0,1,1.6094379124341003
â,t,0,0,2,0.9162907318741551
g,ó,1,0,2,0.9162907318741551
u,r,1,0,4,0.22314355131420976
p,á,0,0,1,1.6094379124341003
à,n,0,0,1,1.6094379124341003
d,y,1,0,2,0.9162907318741551
u,p,1,1,1,1.6094379124341003
m,),0,0,1,1.6094379124341003
l,é,0,1,3,0.5108256237659907
i,?,1,1,1,1.6094379124341003
»,;,0,1,3,0.5108256237659907
y,e,0,0,5,0.0
l,à,1,0,2,0.9162907318741551
g,ò,0,1,1,1.6094379124341003
¡,y,1,1,1,1.6094379124341003
ê,r,0,0,1,1.6094379124341003
o,e,0,1,3,0.5108256237659907
l,ô,0,0,2,0.9162907318741551
«,e,1,0,4,0.22314355131420976
k,—,0,0,1,1.6094379124341003
è,q,0,0,3,0.5108256237659907
n,’,0,0,1,1.6094379124341003
m,í,0,1,1,1.6094379124341003
o,.,1,0,1,1.6094379124341003
‘,i,1,1,1,1.6094379124341003
d,á,1,1,1,1.6094379124341003
â,c,0,0,2,0.9162907318741551
z,e,1,0,4,0.22314355131420976
d,ô,0,0,1,1.6094379124341003
5,nothing,1,1,2,0.9162907318741551
v,u,1,0,5,0.0
l,â,1,0,1,1.6094379124341003
y,-,0,0,3,0.5108256237659907
i,n,1,1,3,0.5108256237659907
5,0,1,1,1,1.6094379124341003
í,n,0,1,1,1.6094379124341003
e,z,0,1,3,0.5108256237659907
g,?,0,0,2,0.9162907318741551
f,í,1,0,1,1.6094379124341003
ñ,ó,0,0,1,1.6094379124341003
u,ì,0,0,1,1.6094379124341003
h,ê,0,0,1,1.6094379124341003
s,_,0,1,4,0.22314355131420976
i,a,0,0,5,0.0
.,m,0,0,1,1.6094379124341003
s,b,1,0,1,1.6094379124341003
.,0,0,0,2,0.9162907318741551
x,.,0,1,4,0.22314355131420976
y,o,1,0,3,0.5108256237659907
w,k,0,1,1,1.6094379124341003
5,",",0,1,3,0.5108256237659907
i,d,1,0,5,0.0
ô,b,0,0,1,1.6094379124341003
x,-,0,0,2,0.9162907318741551
(,l,1,0,2,0.9162907318741551
p,y,0,1,2,0.9162907318741551
u,n,1,0,5,0.0
a,s,0,0,5,0.0
j,e,0,1,4,0.22314355131420976
í,z,0,0,1,1.6094379124341003
d,ê,0,1,1,1.6094379124341003
i,m,0,0,5,0.0
a,b,0,1,2,0.9162907318741551
s,b,0,0,4,0.22314355131420976
s,:,0,0,2,0.9162907318741551
b,l,1,0,5,0.0
r,ó,0,1,1,1.6094379124341003
f,f,0,1,1,1.6094379124341003
g,e,1,0,5,0.0
n,ó,0,1,1,1.6094379124341003
a,:,0,1,5,0.0
a,h,0,1,4,0.22314355131420976
_,»,0,0,2,0.9162907318741551
i,z,0,1,2,0.9162907318741551
e,k,0,0,2,0.9162907318741551
i,a,1,1,1,1.6094379124341003
o,d,0,0,5,0.0
y,?,0,0,2,0.9162907318741551
y,ó,0,0,1,1.6094379124341003
(,o,1,0,3,0.5108256237659907
d,á,0,1,1,1.6094379124341003
“,m,1,0,1,1.6094379124341003
w,f,0,0,1,1.6094379124341003
c,k,0,0,3,0.5108256237659907
¿,m,0,0,1,1.6094379124341003
u,p,0,1,2,0.9162907318741551
p,',1,0,1,1.6094379124341003
l,e,0,1,5,0.0
“,i,0,1,1,1.6094379124341003
¿,q,0,0,1,1.6094379124341003
8,4,0,0,1,1.6094379124341003
m,a,1,1,2,0.9162907318741551
c,ô,0,0,1,1.6094379124341003
‘,d,1,0,1,1.6094379124341003
n,ô,1,0,1,1.6094379124341003
e,j,1,0,2,0.9162907318741551
t,u,0,1,3,0.5108256237659907
m,n,0,0,5,0.0
’,c,0,0,1,1.6094379124341003
í,d,1,0,1,1.6094379124341003
m,e,1,0,5,0.0
ã,e,0,0,1,1.6094379124341003
a,k,0,1,2,0.9162907318741551
«,i,1,1,1,1.6094379124341003
t,o,0,1,4,0.22314355131420976
d,î,1,0,1,1.6094379124341003
¿,v,1,0,1,1.6094379124341003
m,r,1,0,1,1.6094379124341003
q,u,1,0,5,0.0
a,m,1,1,2,0.9162907318741551
-,-,0,1,1,1.6094379124341003
e,l,1,1,1,1.6094379124341003
m,.,1,0,2,0.9162907318741551
d,.,0,0,3,0.5108256237659907
t,a,0,0,5,0.0
v,y,0,1,1,1.6094379124341003
á,m,1,0,1,1.6094379124341003
_,),0,0,1,1.6094379124341003
¡,_,1,0,1,1.6094379124341003
l,d,0,0,5,0.0
d,ò,0,1,1,1.6094379124341003
.,4,0,0,1,1.6094379124341003
ó,",",0,0,1,1.6094379124341003
é,r,0,0,4,0.22314355131420976
k,n,0,0,1,1.6094379124341003
t,",",0,1,5,0.0
c,o,1,0,5,0.0
t,’,1,0,1,1.6094379124341003
o,',0,0,1,1.6094379124341003
s,",",0,1,5,0.0
j,ã,0,0,1,1.6094379124341003
ü,i,0,0,1,1.6094379124341003
s,i,1,0,5,0.0
f,ü,1,0,1,1.6094379124341003
é,s,0,0,4,0.22314355131420976
i,',1,0,1,1.6094379124341003
í,z,0,1,1,1.6094379124341003
r,á,0,1,2,0.9162907318741551
o,é,0,0,2,0.9162907318741551
e,õ,0,0,1,1.6094379124341003
p,—,0,0,1,1.6094379124341003
d,g,0,0,1,1.6094379124341003
n,.,1,1,1,1.6094379124341003
‘,c,1,0,1,1.6094379124341003
5,.,0,1,1,1.6094379124341003
í,?,0,0,1,1.6094379124341003
»,:,0,1,1,1.6094379124341003
l,è,0,0,1,1.6094379124341003
e,ò,0,1,1,1.6094379124341003
i,y,0,0,1,1.6094379124341003
«,b,1,0,4,0.22314355131420976
2,2,1,1,1,1.6094379124341003
u,z,0,1,2,0.9162907318741551
t,t,0,0,5,0.0
s,k,0,0,1,1.6094379124341003
p,é,0,0,4,0.22314355131420976
u,j,0,0,4,0.22314355131420976
b,s,0,1,1,1.6094379124341003
',â,0,0,1,1.6094379124341003
¡,e,1,0,1,1.6094379124341003
«,u,1,0,3,0.5108256237659907
g,.,1,0,1,1.6094379124341003
k,_,0,0,1,1.6094379124341003
’,l,0,0,1,1.6094379124341003
â,s,0,1,1,1.6094379124341003
o,r,0,0,5,0.0
a,l,0,1,5,0.0
ê,?,0,1,1,1.6094379124341003
u,m,0,1,5,0.0
t,w,0,0,1,1.6094379124341003
o,è,0,0,1,1.6094379124341003
s,h,0,0,5,0.0
k,w,0,0,1,1.6094379124341003
ò,!,0,1,1,1.6094379124341003
l,),0,1,1,1.6094379124341003
i,»,0,0,2,0.9162907318741551
s,_,0,0,3,0.5108256237659907
s,c,0,0,5,0.0
(,i,1,1,1,1.6094379124341003
g,e,0,1,5,0.0
n,g,0,1,2,0.9162907318741551
¡,e,0,0,1,1.6094379124341003
ú,l,1,0,1,1.6094379124341003
y,»,0,1,1,1.6094379124341003
c,_,0,0,2,0.9162907318741551
y,.,1,0,1,1.6094379124341003
è,",",1,1,1,1.6094379124341003
b,í,0,0,1,1.6094379124341003
è,:,0,1,1,1.6094379124341003
—,v,0,0,1,1.6094379124341003
ã,.,0,0,1,1.6094379124341003
v,á,1,1,1,1.6094379124341003
a,",",0,0,2,0.9162907318741551
_,h,0,0,1,1.6094379124341003
d,à,1,0,1,1.6094379124341003
w,:,0,1,1,1.6094379124341003
í,!,0,1,1,1.6094379124341003
a,!,0,0,4,0.22314355131420976
o,’,1,1,1,1.6094379124341003
=,",",0,1,1,1.6094379124341003
d,û,0,0,1,1.6094379124341003
",",-,0,0,2,0.9162907318741551
b,o,1,0,5,0.0
’,s,1,0,1,1.6094379124341003
r,h,0,0,2,0.9162907318741551
m,ã,0,0,1,1.6094379124341003
4,6,0,1,1,1.6094379124341003
2,2,1,0,1,1.6094379124341003
1,0,1,1,1,1.6094379124341003
r,à,0,0,1,1.6094379124341003
—,nothing,1,1,1,1.6094379124341003
ú,s,0,0,2,0.9162907318741551
f,r,0,0,5,0.0
i,.,0,1,4,0.22314355131420976
p,n,0,0,2,0.9162907318741551
—,d,0,0,1,1.6094379124341003
f,?,0,1,2,0.9162907318741551
o,ã,0,0,1,1.6094379124341003
a,_,0,0,3,0.5108256237659907
y,!,0,0,2,0.9162907318741551
.,.,0,0,4,0.22314355131420976
n,s,0,0,5,0.0
k,i,1,0,2,0.9162907318741551
t,ô,1,1,1,1.6094379124341003
n,),0,1,1,1.6094379124341003
r,e,0,1,5,0.0
ê,b,0,0,1,1.6094379124341003
o,",",0,1,5,0.0
u,ã,0,0,1,1.6094379124341003
g,g,0,0,3,0.5108256237659907
1,5,1,1,3,0.5108256237659907
o,r,1,0,5,0.0
p,p,0,0,5,0.0
e,b,0,0,5,0.0
r,—,0,0,1,1.6094379124341003
e,n,0,1,5,0.0
g,h,0,1,2,0.9162907318741551
h,b,0,0,1,1.6094379124341003
z,!,0,1,3,0.5108256237659907
1,9,1,0,4,0.22314355131420976
é,nothing,1,1,1,1.6094379124341003
i,q,0,0,5,0.0
¡,o,1,1,1,1.6094379124341003
h,w,0,0,2,0.9162907318741551
c,q,0,0,3,0.5108256237659907
à,r,0,0,1,1.6094379124341003
‘,a,1,0,1,1.6094379124341003
l,—,0,0,1,1.6094379124341003
_,v,1,0,4,0.22314355131420976
v,y,0,0,1,1.6094379124341003
s,ú,0,1,1,1.6094379124341003
m,n,0,1,1,1.6094379124341003
g,u,0,0,5,0.0
m,nothing,1,1,1,1.6094379124341003
a,',1,1,1,1.6094379124341003
j,o,1,0,5,0.0
m,.,0,0,4,0.22314355131420976
z,o,0,1,3,0.5108256237659907
e,.,1,0,2,0.9162907318741551
a,ñ,1,0,1,1.6094379124341003
ì,.,0,1,1,1.6094379124341003
m,è,0,1,1,1.6094379124341003
l,f,0,0,4,0.22314355131420976
o,?,0,1,4,0.22314355131420976
x,x,1,1,1,1.6094379124341003
7,9,1,1,1,1.6094379124341003
d,é,0,1,1,1.6094379124341003
ñ,_,0,0,1,1.6094379124341003
m,',0,0,2,0.9162907318741551
w,!,0,0,1,1.6094379124341003
a,u,1,0,5,0.0
m,a,0,0,5,0.0
r,o,0,0,5,0.0
o,:,0,1,5,0.0
(,y,1,0,1,1.6094379124341003
f,á,0,1,2,0.9162907318741551
m,",",0,0,1,1.6094379124341003
c,e,1,0,5,0.0
t,i,1,1,2,0.9162907318741551
d,i,1,0,5,0.0
p,î,0,0,1,1.6094379124341003
d,?,0,1,3,0.5108256237659907
g,_,0,1,1,1.6094379124341003
o,f,1,1,2,0.9162907318741551
t,l,0,0,3,0.5108256237659907
s,o,1,1,3,0.5108256237659907
e,j,0,0,5,0.0
3,",",0,1,1,1.6094379124341003
m,i,1,0,5,0.0
t,í,0,0,1,1.6094379124341003
1,2,1,1,2,0.9162907318741551
ú,g,0,0,1,1.6094379124341003
m,ó,0,1,1,1.6094379124341003
9,nothing,1,1,1,1.6094379124341003
h,ã,1,0,1,1.6094379124341003
í,",",0,1,1,1.6094379124341003
l,’,0,0,1,1.6094379124341003
e,c,0,1,1,1.6094379124341003
u,s,0,1,5,0.0
è,t,0,0,2,0.9162907318741551
y,h,0,0,1,1.6094379124341003
s,d,0,0,4,0.22314355131420976
m,u,0,1,2,0.9162907318741551
d,e,0,0,5,0.0
w,n,0,1,1,1.6094379124341003
ã,e,0,1,1,1.6094379124341003
d,ó,1,0,1,1.6094379124341003
s,s,0,1,2,0.9162907318741551
e,u,0,1,3,0.5108256237659907
g,n,0,1,1,1.6094379124341003
é,?,0,1,2,0.9162907318741551
«,n,1,0,4,0.22314355131420976
ó,x,0,0,1,1.6094379124341003
6,7,0,0,1,1.6094379124341003
i,ç,1,0,1,1.6094379124341003
n,i,0,0,5,0.0
ô,t,1,0,1,1.6094379124341003
—,y,0,0,1,1.6094379124341003
n,.,0,1,5,0.0
6,7,0,1,1,1.6094379124341003
á,q,1,0,1,1.6094379124341003
’,d,0,1,1,1.6094379124341003
y,d,0,0,2,0.9162907318741551
r,_,0,0,3,0.5108256237659907
m,ã,0,1,1,1.6094379124341003
a,c,0,0,5,0.0
‘,’,1,0,1,1.6094379124341003
t,),0,1,1,1.6094379124341003
r,l,0,0,5,0.0
a,g,1,0,5,0.0
ò,_,0,0,1,1.6094379124341003
y,s,0,1,3,0.5108256237659907
ê,t,0,1,1,1.6094379124341003
t,ò,1,0,1,1.6094379124341003
â,g,0,0,1,1.6094379124341003
_,o,1,1,2,0.9162907318741551
j,a,1,0,5,0.0
d,e,1,1,5,0.0
t,ò,0,0,1,1.6094379124341003
v,è,0,0,1,1.6094379124341003
ù,:,0,1,1,1.6094379124341003
á,y,0,0,1,1.6094379124341003
é,m,1,0,1,1.6094379124341003
y,.,0,1,5,0.0
e,w,0,1,2,0.9162907318741551
¡,s,0,0,1,1.6094379124341003
d,:,0,1,3,0.5108256237659907
e,t,0,0,5,0.0
m,é,0,0,3,0.5108256237659907
é,x,1,0,1,1.6094379124341003
ó,b,0,0,1,1.6094379124341003
c,s,0,1,3,0.5108256237659907
b,_,0,1,1,1.6094379124341003
u,ò,0,0,1,1.6094379124341003
!,’,0,0,1,1.6094379124341003
í,r,0,1,1,1.6094379124341003
t,.,0,0,4,0.22314355131420976
ò,?,0,1,1,1.6094379124341003
a,»,0,1,3,0.5108256237659907
i,à,0,1,1,1.6094379124341003
n,á,0,0,1,1.6094379124341003
i,g,0,1,1,1.6094379124341003
c,f,0,0,1,1.6094379124341003
i,ã,0,0,1,1.6094379124341003
¿,é,1,0,1,1.6094379124341003
h,",",0,0,1,1.6094379124341003
ã,»,0,0,1,1.6094379124341003
«,¡,1,0,1,1.6094379124341003
w,e,1,1,1,1.6094379124341003
à,:,0,1,2,0.9162907318741551
o,;,0,0,2,0.9162907318741551
á,i,0,0,1,1.6094379124341003
z,a,1,0,3,0.5108256237659907
c,',0,0,1,1.6094379124341003
e,e,0,1,3,0.5108256237659907
a,’,0,0,1,1.6094379124341003
),",",0,0,1,1.6094379124341003
r,s,0,1,3,0.5108256237659907
m,’,1,0,1,1.6094379124341003
o,ï,0,0,1,1.6094379124341003
a,x,0,0,3,0.5108256237659907
n,a,0,1,5,0.0
e,’,0,1,1,1.6094379124341003
b,>,0,1,1,1.6094379124341003
o,—,0,0,1,1.6094379124341003
n,=,0,0,1,1.6094379124341003
e,â,0,0,1,1.6094379124341003
u,n,1,1,3,0.5108256237659907
ù,b,0,0,1,1.6094379124341003
!,!,0,0,2,0.9162907318741551
h,è,0,0,3,0.5108256237659907
i,é,0,0,3,0.5108256237659907
p,û,1,0,1,1.6094379124341003
u,h,0,0,4,0.22314355131420976
l,í,1,0,1,1.6094379124341003
r,l,0,1,1,1.6094379124341003
r,a,1,0,5,0.0
t,é,1,0,3,0.5108256237659907
s,ó,0,0,2,0.9162907318741551
l,n,0,1,2,0.9162907318741551
s,ó,0,1,2,0.9162907318741551
a,"""",0,1,1,1.6094379124341003
á,nothing,1,1,1,1.6094379124341003
á,ñ,0,0,1,1.6094379124341003
á,",",0,1,2,0.9162907318741551
a,g,0,1,1,1.6094379124341003
d,o,1,1,3,0.5108256237659907
n,ì,0,1,1,1.6094379124341003
b,",",0,1,2,0.9162907318741551
(,f,1,0,1,1.6094379124341003
t,f,0,0,1,1.6094379124341003
n,æ,0,1,1,1.6094379124341003
’,o,0,0,1,1.6094379124341003
‘,r,1,0,1,1.6094379124341003
f,a,1,0,5,0.0
d,o,1,0,5,0.0
é,l,1,1,1,1.6094379124341003
—,i,0,0,1,1.6094379124341003
¿,d,0,0,1,1.6094379124341003
o,",",1,1,1,1.6094379124341003
w,y,0,1,1,1.6094379124341003
u,b,0,1,2,0.9162907318741551
o,s,0,1,4,0.22314355131420976
m,m,1,0,1,1.6094379124341003
í,a,0,0,1,1.6094379124341003
o,n,0,0,5,0.0
l,á,1,0,2,0.9162907318741551
a,u,1,1,1,1.6094379124341003
ô,_,0,1,1,1.6094379124341003
»,",",0,1,4,0.22314355131420976
',?,0,0,1,1.6094379124341003
h,á,1,0,1,1.6094379124341003
